HR_age,HR_age.LB,HR_age.UB,HR_size,HR_size.LB,HR_size.UB,HR_grade,HR_grade.LB,HR_grade.UB,HR_nodes,HR_nodes.LB,HR_nodes.UB,HR_prog_recp,HR_prog_recp.LB,HR_prog_recp.UB,HR_estrg_recp,HR_estrg_recp.LB,HR_estrg_recp.UB
1.1187053842784633,0.7517231527132064,1.6648439419439975,1.2849939119060858,1.0741482982624104,1.5372266160145436,1.718133611348972,1.1966770350999245,2.4668168769534087,1.4047005890103175,1.245997561551006,1.5836176615865378,0.342240176805489,0.2148667582208747,0.54512079760355,0.9531241271682522,0.7950068741293475,1.142688989683426
