Covariate,Beta,logLB,logUB
rx,-0.17642946490078049,-0.293271282346539,-0.059587647455022
age,0.40380584343676285,-0.13747458327106238,0.945086270144588
nodes,2.9827236814609197,2.370619288465484,3.5948280744563554
differ,0.13245567975279265,-0.06541573808234169,0.33032709758792705
extent,0.4587982758978765,0.23164237838411675,0.6859541734116362
