HR_rx,HR_rx.LB,HR_rx.UB,HR_age,HR_age.LB,HR_age.UB,HR_nodes,HR_nodes.LB,HR_nodes.UB,HR_differ,HR_differ.LB,HR_differ.UB,HR_extent,HR_extent.LB,HR_extent.UB
0.7681408500594228,0.645019969664924,0.9147629426675391,1.1225749039412873,0.9614004698549176,1.3107695018590535,1.4131598038728908,1.3163444109820157,1.5170958410438002,1.1698715974879383,0.9254408481106862,1.4788622713196806,1.7493800495888119,1.3262629527464538,2.307484011041668
