Covariate,HR,LB,UB
coef1,2.627085651801512,2.234159660307916,3.0891162993025247
coef2,0.13842627211633615,0.11348626040948365,0.16884716037770378
coef3,8.068613149736803,6.583703352031402,9.888434317141321
