HR_ytb,HR_ytb.LB,HR_ytb.UB,HR_dipd,HR_dipd.LB,HR_dipd.UB,HR_sm,HR_sm.LB,HR_sm.UB,HR_nsm,HR_nsm.LB,HR_nsm.UB,HR_ts,HR_ts.LB,HR_ts.UB
1.6544610017353916,1.5027389433176939,1.8215014779746719,0.8687326086788795,0.7970054048888249,0.9469149653850648,0.4997846092239891,0.23088738319890376,1.0818462756884044,1.850021623380448,0.853472037728756,4.010184113451842,1.5548210506097537,1.4303581623258828,1.69011410085444
