HR_Years.to.birth,HR_Years.to.birth.LB,HR_Years.to.birth.UB,HR_Date.of.initial.pathologic.diagnosis,HR_Date.of.initial.pathologic.diagnosis.LB,HR_Date.of.initial.pathologic.diagnosis.UB,HR_Somatic.mutations,HR_Somatic.mutations.LB,HR_Somatic.mutations.UB,HR_Nonsilent.somatic.mutations,HR_Nonsilent.somatic.mutations.LB,HR_Nonsilent.somatic.mutations.UB,HR_Tumor.stage,HR_Tumor.stage.LB,HR_Tumor.stage.UB
1.8188441411523042,1.622419461501397,2.039049757664174,0.8397420326418773,0.7545611246204821,0.9345388443384038,0.2491214734142574,0.05301029967848615,1.1707443438822467,3.339224643958321,0.7330547373147789,15.210898525345053,2.0542702483207544,1.7928841182759805,2.3537640888881035
