HR_Years.to.birth,HR_Years.to.birth.LB,HR_Years.to.birth.UB,HR_Date.of.initial.pathologic.diagnosis,HR_Date.of.initial.pathologic.diagnosis.LB,HR_Date.of.initial.pathologic.diagnosis.UB,HR_Somatic.mutations,HR_Somatic.mutations.LB,HR_Somatic.mutations.UB,HR_Nonsilent.somatic.mutations,HR_Nonsilent.somatic.mutations.LB,HR_Nonsilent.somatic.mutations.UB,HR_Tumor.stage,HR_Tumor.stage.LB,HR_Tumor.stage.UB
1.8148325548205222,1.604361335608115,2.052914844640017,0.8500254953498183,0.7594159852905112,0.9514460542574676,0.3809726092844298,0.07262121038402085,1.9985914343410967,1.9936201452842208,0.3928791086611133,10.116397629865808,2.1089096069424675,1.8175909779593016,2.446920007958919
