Covariate,Beta,HR,p.val,LB,UB,logLB,logUB
HIST1H2BD,-0.4426598022908666,0.6423256876498508,0.4310380312620947,0.2134212627049679,1.93318268192052,-1.5444873072852725,0.6591677027035394
IDH1,-0.7698988901853998,0.46305988584353863,0.004246823194615587,0.27317138614948033,0.7849447956459731,-1.2976558926803525,-0.24214188769044698
IDH2,0.16748069789785916,1.1823224686556173,0.630585575303426,0.5974394063475685,2.33979614507496,-0.5151024122896095,0.8500638080853278
KDM5C,0.2482044791675399,1.2817219908460464,0.2528251210497027,0.8376007197588283,1.961329811525675,-0.17721376011525708,0.6736227184503368
KDM6A,0.12926118967105954,1.1379873158850442,0.6314269814317695,0.6710883770719261,1.929723677774932,-0.3988544411872253,0.6573768205293444
KEAP1,0.2891154540040237,1.335245879112786,0.22740846248778038,0.8349902278573745,2.135212482980354,-0.18033525736458506,0.7585661653726326
KIT,-0.22288190786482617,0.8002093421448131,0.43462985261589054,0.45748710372819146,1.3996787800957973,-0.7820065832361254,0.3362427675064731
KRAS,-0.24718797799181508,0.7809938700727032,0.3149709573139489,0.48223149771658425,1.2648518978526313,-0.7293309945127517,0.23495503852912158
LIFR,0.32407444839906785,1.3827502468297708,0.2813884927540534,0.7667644706568048,2.493592645822502,-0.26557560344750075,0.9137245002456365
LRRK2,-0.14049731902748994,0.8689259944963582,0.5109814256196613,0.5715339407033664,1.3210630727937065,-0.5594314087034269,0.278436770648447
MALAT1,0.26324821333258197,1.3011496415619377,0.18911729090363028,0.8783994084025857,1.9273582991313125,-0.1296538817214218,0.6561503083865857
MAP2K4,0.10019548224081014,1.1053869804806848,0.7968801754687196,0.5154170786607238,2.3706633466457463,-0.6627788446021247,0.8631698090837446
MAP3K1,-0.09642130430587385,0.9080813568806468,0.6955434845671578,0.5602747793791956,1.4717988049147883,-0.5793279381329145,0.38648532952116676
MAPK8IP1,-0.1958282799660375,0.8221534027673907,0.7083765701847281,0.2946482664457747,2.294044440972113,-1.2219729511508703,0.8303163912187952
MECOM,0.13768014734767442,1.1476084259655903,0.648472610551091,0.6349295524092076,2.0742538984835592,-0.4542412273317252,0.7296015220270742
MIR142,-0.14240254503309857,0.8672720701448338,0.812977249621883,0.2665717025692982,2.8216079816565416,-1.3221120187715858,1.0373069287053887
MLL2,-0.017634958816359056,0.9825196270310086,0.9134506828633687,0.7148748782002441,1.3503689204067244,-0.33564774712576684,0.3003778294930486
MLL3,-0.047459146437696505,0.9536494323133089,0.7600952114318127,0.70322274433178,1.2932562933749765,-0.3520815890901714,0.2571632962147785
MLL4,-0.14140079116526066,0.8681412985993623,0.6528416546050262,0.46882879640792496,1.6075576417409827,-0.7575176168209976,0.4747160344904763
MTOR,0.17567791978453834,1.1920540597863525,0.37453206995931915,0.8089117293852963,1.7566723658871382,-0.21206547864885114,0.5634213182179277
NAV3,0.22280679367330802,1.249579123819485,0.2638604159054922,0.8453238091301255,1.847159597092467,-0.1680355189585031,0.6136491063051192
NCOR1,0.24789328799688198,1.2813231923337631,0.3210947586471232,0.7852266571511768,2.0908474110759823,-0.24178286765129248,0.7375694436450564
NF1,-6.356023517922375e-4,0.9993645996005932,0.9967922529190139,0.7330799690298343,1.3623747000706938,-0.31050048477910047,0.30922928007551614
NFE2L2,0.38569377882704375,1.470634262507128,0.07922817782029917,0.9559975158714056,2.262312504116177,-0.0449999643949846,0.816387522049072
NFE2L3,0.28207506355956224,1.3258782413918748,0.5229404252261278,0.5580200413354804,3.1503404551370466,-0.5833604008739748,1.1475105279930995
NOTCH1,0.20573605008308107,1.2284289174887846,0.25949298371466484,0.8590983306019768,1.7565365355386882,-0.15187189253408148,0.5633439927002436
NPM1,0.39795923562898367,1.4887833393538716,0.13921360187668336,0.8785237962581395,2.522954803248597,-0.12951228434774986,0.9254307556057171
NRAS,0.056900298318803916,1.0585502658929653,0.8450811462148589,0.5981914936090865,1.8731939143125365,-0.5138443528655178,0.6276449495031255
NSD1,0.010737369318701994,1.0107952217441913,0.9677090096522004,0.6010229032512096,1.699946831932702,-0.5091222366019785,0.5305969752393822
PBRM1,-0.09093309378220112,0.9130787995046664,0.5943262448111692,0.6533903952398754,1.275979720820363,-0.4255804795866987,0.2437142920222964
PCBP1,-12.353708489428723,4.31372615842463e-6,0.9827699451418627,0,Inf,-Inf,Inf
PDGFRA,0.17557142718120922,1.1919271216053255,0.44302439521697007,0.7610766226077221,1.8666849316046008,-0.2730212394508838,0.6241640938133022
PHF6,0.09027538951138632,1.0944756493211316,0.8016348570048771,0.5411815929362916,2.2134473208107206,-0.6140003948376512,0.7945511738604238
PIK3CA,-0.03852545391496533,0.9622072124875413,0.7454255940405353,0.7625474917749228,1.2141443382208654,-0.27109048814517583,0.19403958031524512
PIK3CG,-0.36972170214531486,0.6909265872707919,0.18235797008795882,0.4012692997294598,1.1896737410998492,-0.913122506680402,0.17367910238977213
PIK3R1,0.1208999528936827,1.128512002358998,0.560260612862421,0.7513156756863095,1.6950788871867557,-0.28592937507517446,0.5277292808625398
POLQ,0.3992154051569639,1.4906546787322092,0.10380792683150801,0.9214584270077505,2.4114504855546084,-0.0817976173687861,0.8802284276827139
PPP2R1A,-1.1610191979496771,0.31316683917364857,0.004679016961448595,0.1400753731542498,0.7001478343378474,-1.9655746215739602,-0.35646377432539406
PRX,0.4059573081850909,1.5007384818408904,0.23965590054197924,0.7628349139038569,2.952429090263108,-0.2707136355851021,1.082628251955284
PTEN,-0.06962771724007122,0.932740998670888,0.6204648512365134,0.7080691039543544,1.2287017831209455,-0.34521358559611937,0.2059581511159768
PTPN11,0.33574768478040473,1.3989859948168901,0.238852884046806,0.8001641223296434,2.4459504732549258,-0.22293841944313647,0.8944337890039458
RAD21,-1.4373629673263946,0.23755336943851507,0.006190226439264157,0.08488499044568913,0.6648007266690751,-2.4664579922754855,-0.4082679423773036
RB1,-0.1970876349263952,0.8211186714851819,0.30580241886531445,0.563102769006083,1.1973584748156452,-0.5742931293014348,0.18011785944864447
RPL22,1.2926575233247704,3.6424536102806715,0.0074068924132536336,1.4142273829410439,9.381425125184267,0.3465833628495374,2.2387316838000033
RPL5,0.013815867872785945,1.01391174802231,0.9698755133444276,0.49498677070511776,2.076857592200348,-0.7032242426188355,0.7308559783644075
RUNX1,0.6218930788702883,1.862450472311132,0.01359854652754134,1.1365024841460127,3.052102226083927,0.12795555009426887,1.1158306076463078
SETBP1,0.43208164047385306,1.5404608739832564,0.11054072060648165,0.9060937441895128,2.6189560622073254,-0.09861250788400035,0.9627757888317066
SETD2,-0.00592358722000118,0.9940939226320035,0.9763921722467651,0.6714905039581923,1.4716853346230068,-0.39825540465540865,0.38640823021540627
SF3B1,0.15597124582488275,1.1687925949397335,0.609957489989653,0.6419280630994904,2.1280828935721914,-0.4432790328172856,0.755221524467051
SIN3A,-0.2969333108046454,0.7430935670215991,0.49781464384062946,0.31493324335165707,1.7533495145582525,-1.1553945884837193,0.5615279668744286
SMAD2,0.0581946806082488,1.059921321753411,0.8996672229436217,0.42893391602438125,2.619128882882836,-0.8464524138210016,0.9628417750374993
SMAD4,-0.06213686132276007,0.9397542619780449,0.8670624594736649,0.4539849337211734,1.9453026021526567,-0.7896912671276265,0.6654175444821063
SMC1A,-0.007700060352993053,0.9923295091673546,0.9777260995778418,0.5779648421968275,1.703767743071428,-0.5482422388088626,0.5328421181028764
SMC3,-0.2273396908214032,0.7966501215880909,0.4474302301397428,0.44314743271079476,1.4321450817035513,-0.8138527590881324,0.35917337744532607
SOX17,0.16043234732738984,1.1740183449751518,0.8760645446645915,0.15633784388592817,8.816285552357266,-1.8557359474713884,2.176600642126168
SOX9,0.5244026174366477,1.6894492993125325,0.15522523177415448,0.8197648141145379,3.4817778048092847,-0.19873779191772356,1.247543026791019
SPOP,-0.08158852895392248,0.9216511134331639,0.8929974610510086,0.2807176914496002,3.025960959233304,-1.2704057714172523,1.1072287135094074
STAG2,0.22583173004458054,1.2533647439032385,0.3115765612152366,0.8093072426945814,1.9410714477597601,-0.2115766531882864,0.6632401132774475
STK11,0.6823383991292262,1.978498847100458,0.055953678668646104,0.9828115182693726,3.9829180012773846,-0.017337918552983413,1.3820147168114358
TAF1,0.10655676668373532,1.1124410742439579,0.6573227051822846,0.6947306201914396,1.7813021445982027,-0.3642311053992676,0.5773446387667382
TBL1XR1,-0.5987155116543358,0.5495170311834533,0.2113911278244457,0.21488066064730696,1.4052868538798438,-1.5376724717177672,0.34024144840909554
TBX3,0.08433679816473465,1.0879952669176054,0.8167191551658081,0.5331952600485177,2.2200754386439945,-0.6288675803485336,0.7975411766780031
TET2,-0.04147033238577778,0.9593777973696557,0.8662666928737364,0.5920727209556186,1.554548496340613,-0.5241258121902206,0.44118514741866516
TGFBR2,-0.13433866764268496,0.874293919398069,0.6766670945924512,0.46499547727663837,1.643865144610172,-0.7657275997288806,0.4970502644435106
TLR4,0.3006949899568292,1.3507972719642942,0.25207284971768573,0.8074497614150157,2.2597731241490058,-0.21387444078668158,0.81526442070034
TP53,0.24960685611208547,1.283520709161084,0.011601523245259726,1.0573675483366973,1.5580442329981392,0.05578237429407139,0.4434313379300996
TSHZ2,-0.1282658161780038,0.8796195309638877,0.6564818741097392,0.49983040466084394,1.5479861009618623,-0.6934864287764269,0.43695479642041923
TSHZ3,0.2627308811967088,1.3004766891237476,0.29895178509768383,0.7921265803781844,2.1350623257040775,-0.23303407622833086,0.7584958386217484
U2AF1,-0.06936786134845825,0.9329834084091768,0.8490427423463102,0.45673089733017774,1.9058444380598525,-0.7836609076305325,0.644925184933616
USP9X,0.05840704338114505,1.0601464334861803,0.8524175324958299,0.5729603014848029,1.9615852224332129,-0.5569388465439322,0.6737529333062222
VEZF1,0.17732098188970305,1.1940142885871305,0.7369759734704263,0.4242375794922646,3.3605465198450823,-0.8574616516846612,1.2121036154640672
VHL,0.08208051935417916,1.085543213549145,0.6466187938459933,0.7642817366564391,1.541845123289034,-0.2688187925356936,0.43297983124405187
WT1,0.1148000341670767,1.121649123643868,0.6939220837734252,0.633214404085144,1.9868416581406279,-0.4569462031526113,0.6865462714867647
